,appId,title,gov_name,summary,developer
9735,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Bangka,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
9736,com.cekpajakmotor,Cek Pajak Motor,pemerintah kota kabupaten Bangka,Check Vehicle Tax (Motorcycle and Car),JNN Dev
9737,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Bangka,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
9738,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Bangka,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9739,com.motorola.fmplayer,FM Radio,pemerintah kota kabupaten Bangka,Listen to your favorite FM radio stations for free on your Motorola phone,Motorola Mobility LLC.
9740,air.com.bitrhymes.bingo,Bingo Bash featuring MONOPOLY: Live Bingo Games,pemerintah kota kabupaten Bangka,Help MR. MONOPOLY become rich with Bingo Bash featuring the MONOPOLY bingo room!,"GSN Games, Inc."
9741,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Bangka,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
9742,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Bangka,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
9743,com.google.android.apps.youtube.kids,YouTube Kids,pemerintah kota kabupaten Bangka,Encourage kids to discover the world with a suite of parental controls,Google LLC
9744,com.candyrufusgames.survivalcrafttrial,Survivalcraft Demo,pemerintah kota kabupaten Bangka,Explore infinite world and survive in a realistic environment full of animals.,Candy Rufus Games
9745,com.gameloft.android.ANMP.GloftIAHM,Ice Age Village,pemerintah kota kabupaten Bangka,Discover what&#39;s above and beneath the ice in ICE AGE VILLAGE,Gameloft SE
9746,com.quarterborrowresult.customer,Puzzle Game,pemerintah kota kabupaten Bangka,Amazing block game with a simple rule.,Mahjong solitaire mahjongg
9747,air.com.mobigrow.canyouescape,Can You Escape,pemerintah kota kabupaten Bangka,Download this game now and lets see if You are clever enough to escape.,MobiGrow
9748,com.movile.playkids,"PlayKids - Cartoons, Books and Educational Games",pemerintah kota kabupaten Bangka,"Children learn to read, watch videos, and read ebooks. It’s educational fun!",PlayKids Inc
9749,com.blockycars.online,Blocky Cars: tank wars & robot games,pemerintah kota kabupaten Bangka,"Tanks, robots, cars and all you&#39;ve dreamed to drive! Have fun in tanking games!",Full HP: Shooters & Action Games
9750,com.koderkampung.sippbjlangsa,SIP-PBJ Kota Langsa,pemerintah kota kabupaten Langsa,SIP Application-PBJ Langsa in Aceh province.,Vebri Dores
9751,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Langsa,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
9752,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Langsa,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
9753,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Langsa,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
9754,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Langsa,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
9755,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Langsa,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
9756,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Langsa,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9757,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Langsa,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
9758,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Langsa,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
9759,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah kota kabupaten Langsa,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
9760,com.yellowpages.android.ypmobile,YP - The Real Yellow Pages,pemerintah kota kabupaten Langsa,"Quickly find great local businesses, view menus, find cheap gas &amp; more with YP.",Yellowpages
9761,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Langsa,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
9762,com.fsp.android.phonetracker,Find My Phone,pemerintah kota kabupaten Langsa,Can&#39;t find your iPhone or Android phone? Use Find My Phone to get it back fast!,Family Safety Production
9763,com.gokids.bphone1,"Babyphone - baby music games with Animals, Numbers",pemerintah kota kabupaten Langsa,"Educational phone games for little kids to learn animals, numbers and music",GoKids!
9764,com.twoo,Twoo - Meet New People,pemerintah kota kabupaten Langsa,"Meet People Nearby. Chat, date and GO LIVE!",MassiveMedia
9765,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Langsa,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
9766,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah kota kabupaten Langsa,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
9767,com.jrdcom.filemanager,File Manager -- Take Command of Your Files Easily,pemerintah kota kabupaten Langsa,Explore your files efficiently &amp; free up space with File Manager on Android.,mie-alcatel.support
9768,air.com.mobigrow.canyouescape,Can You Escape,pemerintah kota kabupaten Langsa,Download this game now and lets see if You are clever enough to escape.,MobiGrow
9769,app.zenly.locator,"Zenly - Your map, your people",pemerintah kota kabupaten Langsa,From Snap Inc.,ZENLY
9770,air.com.bitrhymes.bingo,Bingo Bash featuring MONOPOLY: Live Bingo Games,pemerintah kota kabupaten Langsa,Help MR. MONOPOLY become rich with Bingo Bash featuring the MONOPOLY bingo room!,"GSN Games, Inc."
9771,org.wikipedia,Wikipedia,pemerintah kota kabupaten Langsa,"The official app for Wikipedia, the world’s largest source of information.",Wikimedia Foundation
9772,com.pepiplay.pepihome,Pepi House: Happy Family,pemerintah kota kabupaten Langsa,"Pretend play in Pepi city: family life is fun! Our home, your stories!",Pepi Play
9773,com.google.android.apps.youtube.kids,YouTube Kids,pemerintah kota kabupaten Langsa,Encourage kids to discover the world with a suite of parental controls,Google LLC
9774,com.outfit7.talkingtom2free,Talking Tom Cat 2,pemerintah kota kabupaten Langsa,The original Talking Tom Cat is back - and better than ever.,Outfit7 Limited
9775,com.anindyacode.cekktp,Cek KTP,pemerintah kota kabupaten Tulungagung,Aplikasi Cek NIK pada KTP,Anindya Code
9776,com.BerkahDevHgl.cara_cek_nik_ktp_dan_kk_onlinee,Cara Cek Nik Ktp Dan KK Online,pemerintah kota kabupaten Tulungagung,The complete NIK KTP Electronic Check application is easy to use. ✅,best wallpaper & hd free
9777,com.wiraku.bltumkm.bpum2021.banpres,Panduan BLT UMKM - BPUM 2021,pemerintah kota kabupaten Tulungagung,"UPDATE phase 3, July 2021 Guidelines for the 2021 MSME BLT grant program 1.2 million",WIRAKU
9778,id.my.match.dataku,DataKu : Cek Data Nomor KTP dan NPWP,pemerintah kota kabupaten Tulungagung,Check the Number Data on the KTP Card and NPWP.,S1Creative
9779,id.go.trenggalekkab.siminaksopal,Siminaksopal Trenggalek,pemerintah kota kabupaten Tulungagung,Complete Online Population Administration Information System,disdukcapil trenggalek
9780,com.azizamedia.cara_cek_ktp_dan_kk_online,cara cek KTP dan KK Online 2020,pemerintah kota kabupaten Tulungagung,how to check your KTP and KK Online 2020,aziza media
9781,com.paciran.ceknikktp,Cek NIK KTP Anda,pemerintah kota kabupaten Tulungagung,Complete guide on how to check your ID card,Mayang Madu
9782,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Tulungagung,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
9783,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Tulungagung,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
9784,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Tulungagung,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
9785,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Tulungagung,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
9786,com.cctvatcsjalanan.semuakotaindonesia,CCTV ATCS Semua Kota di Indonesia,pemerintah kota kabupaten Tulungagung,Information and News ATCS CCTV Street All Cities in Indonesia,KangHendar79_dev
9787,com.sygic.aura,Sygic GPS Navigation & Offline Maps,pemerintah kota kabupaten Tulungagung,Sygic GPS Navigation with 3D offline maps is compatible with Android Auto.,Sygic.
9788,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah kota kabupaten Tulungagung,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
9789,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Tulungagung,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9790,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Tulungagung,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
9791,com.pof.android,Plenty of Fish Free Dating App,pemerintah kota kabupaten Tulungagung,Plenty of Fish Dating App has the most FREE features for you to meet and date 💞,Plentyoffish Media ULC
9792,com.twoo,Twoo - Meet New People,pemerintah kota kabupaten Tulungagung,"Meet People Nearby. Chat, date and GO LIVE!",MassiveMedia
9793,io.voodoo.crowdcity,Crowd City,pemerintah kota kabupaten Tulungagung,The real crowd experience!,VOODOO
9794,com.epicwaronline.ms,Mobile Strike,pemerintah kota kabupaten Tulungagung,"The world&#39;s largest MMO with the biggest action hero, Arnold Schwarzenegger!",Epic War
9795,sandbox.art.sandbox,Sandbox Pixel Coloring,pemerintah kota kabupaten Tulungagung,Pixel Color by Number Coloring Pages,Alexey Grigorkin
9796,io.voodoo.paperio,Paper.io,pemerintah kota kabupaten Tulungagung,Your goal is pretty simple to get ? Conquer the largest territory!,VOODOO
9797,air.com.goodgamestudios.empirefourkingdoms,Empire: Four Kingdoms | Medieval Strategy MMO,pemerintah kota kabupaten Tulungagung,"Fight medieval kings, build alliances &amp; conquer enemies with PVP battle strategy",Goodgame Studios
9798,com.ea.game.simcitymobile_row,SimCity BuildIt,pemerintah kota kabupaten Tulungagung,"Build and manage your very own city, and watch it come to life.",ELECTRONIC ARTS
9799,com.playcreek.DeathWorm_Free,Death Worm™ Free,pemerintah kota kabupaten Tulungagung,Take control of a Giant Death Worm and unleash The Power on your enemies!,PlayCreek LLC
9800,com.yellowpages.android.ypmobile,YP - The Real Yellow Pages,pemerintah kota kabupaten Dogiyai,"Quickly find great local businesses, view menus, find cheap gas &amp; more with YP.",Yellowpages
9801,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Dogiyai,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
9802,com.sygic.aura,Sygic GPS Navigation & Offline Maps,pemerintah kota kabupaten Dogiyai,Sygic GPS Navigation with 3D offline maps is compatible with Android Auto.,Sygic.
9803,com.particlenews.newsbreak,NewsBreak: Local News that Connects the Community,pemerintah kota kabupaten Dogiyai,Reconnect with your neighborhood and stay updated with local news near you!,Particle Media Inc.
9804,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Dogiyai,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
9805,com.google.android.apps.magazines,Google News - Top world & local news headlines,pemerintah kota kabupaten Dogiyai,Stay informed with latest world &amp; local news personalized for your interest,Google LLC
9806,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Dogiyai,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
9807,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Dogiyai,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
9808,com.google.android.apps.searchlite,"Google Go: A lighter, faster way to search",pemerintah kota kabupaten Dogiyai,Everything you need in one app,Google LLC
9809,com.mapfactor.navigator,MapFactor Navigator - GPS Navigation Maps,pemerintah kota kabupaten Dogiyai,FREE GPS Navigation - offline maps from OSM &amp; TomTom. Right way everytime.,MapFactor
9810,com.google.android.contacts,Contacts,pemerintah kota kabupaten Dogiyai,Back up your contacts &amp; access them anywhere,Google LLC
9811,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Dogiyai,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9812,com.cnn.mobile.android.phone,CNN Breaking US & World News,pemerintah kota kabupaten Dogiyai,"When you want to know what’s happening, tap into the global news power of CNN.",CNN
9813,ru.mail,free video calls and chat,pemerintah kota kabupaten Dogiyai,Instant messaging app with Chat rooms. Encrypted and safe free video calling!,Mail.Ru Group
9814,com.zillow.android.zillowmap,Zillow: Find Houses for Sale & Apartments for Rent,pemerintah kota kabupaten Dogiyai,"Buy Homes, Rent Apartments &amp; Sell Real Estate: Open Houses &amp; Homes for Rent",Zillow
9815,com.yelp.android,"Yelp: Find Food, Delivery & Services Nearby",pemerintah kota kabupaten Dogiyai,"Support local businesses with reviews, takeout and delivery.","Yelp, Inc"
9816,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Dogiyai,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
9817,com.mapswithme.maps.pro,"MAPS.ME – Offline maps, travel guides & navigation",pemerintah kota kabupaten Dogiyai,Worldwide offline navigation with maps and driving directions🗺,MAPS.ME (CYPRUS) LTD
9818,org.wikipedia,Wikipedia,pemerintah kota kabupaten Dogiyai,"The official app for Wikipedia, the world’s largest source of information.",Wikimedia Foundation
9819,com.nytimes.android,The New York Times,pemerintah kota kabupaten Dogiyai,Download the free NYTimes app to read the latest headlines from today’s news.,The New York Times Company
9820,com.bloomberg.android.plus,Bloomberg: Market & Financial News,pemerintah kota kabupaten Dogiyai,"Get the latest stock market, financial, business news and more.",Bloomberg LP CM
9821,com.wb.goog.injustice,Injustice: Gods Among Us,pemerintah kota kabupaten Dogiyai,Build an epic roster of DC heroes and villains and get ready for battle!,Warner Bros. International Enterprises
9822,tunein.player,"TuneIn Radio: News, Sports & Online Music Stations",pemerintah kota kabupaten Dogiyai,"Listen to live sports, news, free music on local AM FM radio stations &amp; podcasts",TuneIn Inc
9823,com.hotornot.app,Chat & Date: Dating Made Simple to Meet New People,pemerintah kota kabupaten Dogiyai,The free dating app you need to meet local singles and make friends. Join now!,OR NOT LIMITED
9824,com.jumpgames.rswrb,Real Steel World Robot Boxing,pemerintah kota kabupaten Dogiyai,Play with 150 Million Players in Global Multiplayer Battles.,Reliance Big Entertainment (UK) Private Limited
9825,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Kayong Utara,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
9826,com.google.earth,Google Earth,pemerintah kota kabupaten Kayong Utara,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
9827,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Kayong Utara,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
9828,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Kayong Utara,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
9829,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Kayong Utara,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9830,ru.brothersappsandgames.smashdiyslimefidgetslimy,Smash Diy Slime - Fidget Slimy,pemerintah kota kabupaten Kayong Utara,Safe slime on your phone! Magic effect! ASMR - antistress,Brothers Apps And Games
9831,com.google.android.apps.youtube.kids,YouTube Kids,pemerintah kota kabupaten Kayong Utara,Encourage kids to discover the world with a suite of parental controls,Google LLC
9832,com.google.audio.hearing.visualization.accessibility.scribe,Live Transcribe,pemerintah kota kabupaten Kayong Utara,Real-time transcriptions of your conversations and sound event notifications,Research at Google
9833,com.heliosinteractive.ben10,Ben 10: Alien Experience,pemerintah kota kabupaten Kayong Utara,Battle bad guys in augmented reality and turn your selfies into Ben 10’s aliens!,Cartoon Network
9834,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Kayong Utara,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
9835,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Kayong Utara,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
9836,io.voodoo.crowdcity,Crowd City,pemerintah kota kabupaten Kayong Utara,The real crowd experience!,VOODOO
9837,air.com.mobigrow.canyouescape,Can You Escape,pemerintah kota kabupaten Kayong Utara,Download this game now and lets see if You are clever enough to escape.,MobiGrow
9838,com.outfit7.talkingtom2free,Talking Tom Cat 2,pemerintah kota kabupaten Kayong Utara,The original Talking Tom Cat is back - and better than ever.,Outfit7 Limited
9839,org.wikipedia,Wikipedia,pemerintah kota kabupaten Kayong Utara,"The official app for Wikipedia, the world’s largest source of information.",Wikimedia Foundation
9840,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah kota kabupaten Kayong Utara,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
9841,com.candyrufusgames.survivalcrafttrial,Survivalcraft Demo,pemerintah kota kabupaten Kayong Utara,Explore infinite world and survive in a realistic environment full of animals.,Candy Rufus Games
9842,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Kayong Utara,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
9843,com.google.android.contacts,Contacts,pemerintah kota kabupaten Kayong Utara,Back up your contacts &amp; access them anywhere,Google LLC
9844,com.wordmobile.prisonstorm,Prison Escape,pemerintah kota kabupaten Kayong Utara,Launch your escape plan step by step in #1 prison themed open world escape game!,Words Mobile
9845,com.playcreek.DeathWorm_Free,Death Worm™ Free,pemerintah kota kabupaten Kayong Utara,Take control of a Giant Death Worm and unleash The Power on your enemies!,PlayCreek LLC
9846,com.playappking.busrush,Bus Rush,pemerintah kota kabupaten Kayong Utara,Bus Rush is an amazing running game for Android! Start running now!,Play365
9847,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Kayong Utara,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
9848,com.til.timesnews,"India News, Latest News App, Live News Headlines",pemerintah kota kabupaten Kayong Utara,"News App: Live News, Latest News in Hindi, Tamil, Telugu &amp; 9 Indian languages",Times Internet Limited
9849,com.crazylabs.sausage.io,Sausage Wars.io,pemerintah kota kabupaten Kayong Utara,The crowd city full of sausage enemies counts on you to fight and push them all!,Crazy Labs by TabTale
9850,com.alhasmedia.pramukatebo,Radio Pramuka Tebo,pemerintah kota kabupaten Tebo,Radio education and entertainment media for Scout members in the Kwarcab Tebo ranks,Alhasmedia
9851,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Tebo,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
9852,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Tebo,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
9853,com.motorola.fmplayer,FM Radio,pemerintah kota kabupaten Tebo,Listen to your favorite FM radio stations for free on your Motorola phone,Motorola Mobility LLC.
9854,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Tebo,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
9855,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Tebo,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
9856,com.particlenews.newsbreak,NewsBreak: Local News that Connects the Community,pemerintah kota kabupaten Tebo,Reconnect with your neighborhood and stay updated with local news near you!,Particle Media Inc.
9857,com.gameinsight.airport,Airport City - transport manager,pemerintah kota kabupaten Tebo,"Collect all sorts of airplanes, customize your airport, and live like a tycoon!",Game Insight
9858,com.opera.app.news,Opera News: Breaking Local & US Headlines,pemerintah kota kabupaten Tebo,🇺🇸 Daily National News &amp; Breaking News in the US - your leading local News app,Opera
9859,com.jrdcom.filemanager,File Manager -- Take Command of Your Files Easily,pemerintah kota kabupaten Tebo,Explore your files efficiently &amp; free up space with File Manager on Android.,mie-alcatel.support
9860,air.com.bitrhymes.bingo,Bingo Bash featuring MONOPOLY: Live Bingo Games,pemerintah kota kabupaten Tebo,Help MR. MONOPOLY become rich with Bingo Bash featuring the MONOPOLY bingo room!,"GSN Games, Inc."
9861,com.craftgames.worldcrft,WorldCraft: 3D Build & Block Craft,pemerintah kota kabupaten Tebo,Feel bored? Craft Mini World 3D from Block with Worldwide Community for Free!,"Playlabs, LLC"
9862,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah kota kabupaten Tebo,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
9863,app.zenly.locator,"Zenly - Your map, your people",pemerintah kota kabupaten Tebo,From Snap Inc.,ZENLY
9864,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Tebo,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
9865,com.espn.score_center,ESPN,pemerintah kota kabupaten Tebo,"Get scores, news, alerts &amp; watch live sports",Disney
9866,com.google.android.projection.gearhead,Android Auto,pemerintah kota kabupaten Tebo,"Control maps, media and messaging, with the Google Assistant while you drive",Google LLC
9867,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Tebo,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
9868,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Tebo,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9869,video.like.lite,Likee Lite - Let You Shine,pemerintah kota kabupaten Tebo,The lite version of Likee for faster download and less data usage.,LIKEME PTE.LTD.
9870,air.com.mobigrow.canyouescape,Can You Escape,pemerintah kota kabupaten Tebo,Download this game now and lets see if You are clever enough to escape.,MobiGrow
9871,com.yellowpages.android.ypmobile,YP - The Real Yellow Pages,pemerintah kota kabupaten Tebo,"Quickly find great local businesses, view menus, find cheap gas &amp; more with YP.",Yellowpages
9872,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Tebo,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
9873,com.outfit7.talkingtom2free,Talking Tom Cat 2,pemerintah kota kabupaten Tebo,The original Talking Tom Cat is back - and better than ever.,Outfit7 Limited
9874,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Tebo,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
9875,com.fsp.android.c,GPS Phone Tracker & Mileage Tracker,pemerintah kota kabupaten Aceh Besar,Use this GPS tracker to keep tabs on driving behavior and mileage,Family Safety Production
9876,com.rkgames.smashywanted,Smashy Road: Wanted,pemerintah kota kabupaten Aceh Besar,You are WANTED! Take your driving to new heights! And unlock all 90 cars.,Bearbit Studios B.V.
9877,com.prime.studio.apps.route.finder.map,GPS Route Finder : Maps Navigation & Directions,pemerintah kota kabupaten Aceh Besar,"GPS Route Finder show shortest GPS route, Maps Navigation &amp; Distance Calculator",Luko Parallel App Pvt Ltd
9878,com.sygic.aura,Sygic GPS Navigation & Offline Maps,pemerintah kota kabupaten Aceh Besar,Sygic GPS Navigation with 3D offline maps is compatible with Android Auto.,Sygic.
9879,com.mousemobile.explorationcraft,Exploration Lite Craft,pemerintah kota kabupaten Aceh Besar,Exploration Craft is #1 open world sandbox game featuring building and crafting.,CanaryDroid
9880,com.yellowpages.android.ypmobile,YP - The Real Yellow Pages,pemerintah kota kabupaten Aceh Besar,"Quickly find great local businesses, view menus, find cheap gas &amp; more with YP.",Yellowpages
9881,app.zenly.locator,"Zenly - Your map, your people",pemerintah kota kabupaten Aceh Besar,From Snap Inc.,ZENLY
9882,block.app.wars,Block City Wars: Pixel Shooter with Battle Royale,pemerintah kota kabupaten Aceh Besar,"Try FPS command modes: battle royale, robot clash &amp; free fire with theft auto!",D-Games Apps
9883,io.voodoo.crowdcity,Crowd City,pemerintah kota kabupaten Aceh Besar,The real crowd experience!,VOODOO
9884,air.com.bitrhymes.bingo,Bingo Bash featuring MONOPOLY: Live Bingo Games,pemerintah kota kabupaten Aceh Besar,Help MR. MONOPOLY become rich with Bingo Bash featuring the MONOPOLY bingo room!,"GSN Games, Inc."
9885,me.dingtone.app.im,"Free Phone Call App, Free Texting + Calling Number",pemerintah kota kabupaten Aceh Besar,"Free WiFi calling app, free call and text app, free phone number for prank calls","Dingtone, Inc."
9886,com.redraw.keyboard,New 2021 Keyboard,pemerintah kota kabupaten Aceh Besar,Beautify your phone with a unique keyboard!,Free 2021 Themes & Keyboards
9887,com.hsyecheng.blockworldcraft,World Building Craft,pemerintah kota kabupaten Aceh Besar,"#1 Block World Crafting simulator – If you can imagine it, you can build it!",Candy Mobile
9888,com.jiubang.go.music,"GO Music - Offline & online music, free MV, MP3",pemerintah kota kabupaten Aceh Besar,"🔥GO Music has unlimited hot songs, offline music, free MV. Download it now!",GOMO Live
9889,com.waplog.social,Waplog - Dating App to Chat & Meet New People,pemerintah kota kabupaten Aceh Besar,"Best dating app to video chat, send voice messages and meet local singles 💑",Waplog Dating Apps
9890,com.mapswithme.maps.pro,"MAPS.ME – Offline maps, travel guides & navigation",pemerintah kota kabupaten Aceh Besar,Worldwide offline navigation with maps and driving directions🗺,MAPS.ME (CYPRUS) LTD
9891,com.pepiplay.pepihome,Pepi House: Happy Family,pemerintah kota kabupaten Aceh Besar,"Pretend play in Pepi city: family life is fun! Our home, your stories!",Pepi Play
9892,com.cctvatcsjalanan.semuakotaindonesia,CCTV ATCS Semua Kota di Indonesia,pemerintah kota kabupaten Aceh Besar,Information and News ATCS CCTV Street All Cities in Indonesia,KangHendar79_dev
9893,com.robtopx.geometrydashworld,Geometry Dash World,pemerintah kota kabupaten Aceh Besar,Geometry Dash is back with a brand new adventure!,RobTop Games
9894,com.socialquantum.acityint,Megapolis: city building simulator. Urban strategy,pemerintah kota kabupaten Aceh Besar,Develop business facilities and increase the wealth of your town!,Social Quantum Ltd
9895,com.PepiPlay.PepiHospital,Pepi Hospital: Learn & Care,pemerintah kota kabupaten Aceh Besar,"Pretend play in Pepi city: become a doctor or a patient! Our city, your stories!",Pepi Play
9896,com.video.master,"Video Editor, Crop Video, Edit Video, Magic Effect",pemerintah kota kabupaten Aceh Besar,👉 Professional video editor &amp; movie maker. Easy to crop video or make video! 👈,Video Editor & Video Maker Dev
9897,org.wikipedia,Wikipedia,pemerintah kota kabupaten Aceh Besar,"The official app for Wikipedia, the world’s largest source of information.",Wikimedia Foundation
9898,com.google.earth,Google Earth,pemerintah kota kabupaten Aceh Besar,Find satellite images of any location. Discover cities and mountains with tours.,Google LLC
